   526.834 0.258E-250.079  1430.855    11102    10001 32  1 21  3 Q 12 0.69 636  2
   526.929 0.179E-260.068  3753.965    13302    04401 51  2 41  4 P 52 0.75 626  2
   526.958 0.272E-250.078  1451.898    11102    10001 32  1 21  3 Q 14 0.69 636  2
   527.050 0.186E-250.079  1423.329    11102    10001 31  1 21  3 P 12 0.69 628  2
   527.100 0.278E-250.076  1476.056    11102    10001 32  1 21  3 Q 16 0.71 636  2
   527.109 0.306E-260.075  1505.557    11102    10001 31  1 21  3 P 18 0.74 627  2
   527.257 0.273E-260.098  1370.062    11102    10001 31  1 21  2 R  0 0.74 636  2
   527.259 0.275E-250.075  1503.331    11102    10001 32  1 21  3 Q 18 0.74 636  2
   527.346 0.936E-260.073  2834.736    21103    20002 51  1 41  3 R 20 0.76 626  2
   527.372 0.430E-230.073  1585.590    11102    10001 31  1 21  3 P 22 0.77 626  2
   527.399 0.177E-260.064  3788.001    12202    03301 41  2 31  2 P 67 0.69 626  2
   527.437 0.266E-250.074  1533.722    11102    10001 32  1 21  3 Q 20 0.76 636  2
   527.632 0.251E-250.073  1567.228    11102    10001 32  1 21  3 Q 22 0.77 636  2
   527.760 0.216E-260.068  3713.164    13302    04401 52  2 42  2 P 51 0.76 626  2
   527.787 0.177E-250.080  1414.485    11102    10001 31  1 21  3 P 11 0.69 628  2
   527.814 0.580E-250.072  2292.323    12202    11101 41  2 31  3 R 23 0.78 626  2
   527.845 0.231E-250.072  1603.849    11102    10001 32  1 21  3 Q 24 0.78 636  2
   527.858 0.309E-260.076  1491.923    11102    10001 31  1 21  3 P 17 0.73 627  2
   527.982 0.121E-250.075  2930.712    21102    20001 51  3 41  6 P 18 0.74 626  2
   528.052 0.226E-260.064  3735.595    12202    03301 42  1 32  2 P 66 0.69 626  2
   528.075 0.209E-250.072  1643.585    11102    10001 32  1 21  3 Q 26 0.78 636  2
   528.108 0.550E-250.072  2311.612    12202    11101 42  1 32  3 R 24 0.78 626  2
   528.323 0.185E-250.071  1686.434    11102    10001 32  1 21  3 Q 28 0.78 636  2
   528.524 0.166E-250.081  1406.378    11102    10001 31  1 21  3 P 10 0.70 628  2
   528.586 0.259E-260.068  3673.146    13302    04401 51  2 41  4 P 50 0.76 626  2
   528.587 0.160E-250.071  1732.396    11102    10001 32  1 21  3 Q 30 0.78 636  2
   528.608 0.309E-260.076  1479.047    11102    10001 31  1 21  3 P 16 0.71 627  2
   528.773 0.125E-260.061  3867.262    11102    02201 31  1 21  2 P 80 0.63 626  2
   528.829 0.544E-260.090  1372.400    11102    10001 31  1 21  3 R  2 0.75 636  2
   528.869 0.137E-250.070  1781.470    11102    10001 32  1 21  3 Q 32 0.78 636  2
   528.888 0.461E-230.074  1552.043    11102    10001 31  1 21  3 P 20 0.76 626  2
   529.031 0.876E-260.073  2868.227    21103    20002 51  1 41  3 R 22 0.77 626  2
   529.075 0.289E-260.064  3683.960    12202    03301 41  2 31  2 P 65 0.70 626  2
   529.166 0.115E-250.070  1833.656    11102    10001 32  1 21  3 Q 34 0.78 636  2
   529.261 0.154E-250.082  1399.008    11102    10001 31  1 21  3 P  9 0.70 628  2
   529.358 0.307E-260.077  1466.928    11102    10001 31  1 21  3 P 15 0.70 627  2
   529.415 0.310E-260.068  3633.909    13302    04401 52  2 42  2 P 49 0.76 626  2
   529.481 0.942E-260.070  1888.953    11102    10001 32  1 21  3 Q 36 0.78 636  2
   529.528 0.521E-250.072  2330.569    12202    11101 41  2 31  3 R 25 0.78 626  2
   529.583 0.123E-250.076  2903.373    21102    20001 51  3 41  6 P 16 0.71 626  2
   529.731 0.489E-250.071  2351.512    12202    11101 42  1 32  3 R 26 0.78 626  2
   529.745 0.365E-260.065  3633.108    12202    03301 42  1 32  2 P 64 0.70 626  2
   529.811 0.762E-260.070  1947.360    11102    10001 32  1 21  3 Q 38 0.78 636  2
   529.998 0.139E-250.084  1392.376    11102    10001 31  1 21  3 P  8 0.71 628  2
   530.108 0.302E-260.078  1455.566    11102    10001 31  1 21  3 P 14 0.69 627  2
   530.157 0.606E-260.069  2008.877    11102    10001 32  1 21  3 Q 40 0.78 636  2
   530.240 0.369E-260.068  3595.454    13302    04401 51  2 41  4 P 48 0.77 626  2
   530.314 0.107E-260.066  2588.311    11102    02201 31  1 21  2 P 58e0.73 628  2
   530.409 0.481E-230.075  1521.615    11102    10001 31  1 21  3 P 18 0.74 626  2
   530.410 0.801E-260.087  1377.856    11102    10001 31  1 21  3 R  4 0.74 636  2
   530.519 0.474E-260.069  2073.501    11102    10001 32  1 21  3 Q 42 0.78 636  2
   530.556 0.107E-260.070  3808.918    14402    05501 62  2 52  4 P 34 0.78 626  2
   530.637 0.226E-260.061  3743.279    11102    02201 31  1 21  2 P 78 0.64 626  2
   530.727 0.803E-260.072  2904.832    21103    20002 51  1 41  3 R 24 0.78 626  2
   530.735 0.123E-250.085  1386.479    11102    10001 31  1 21  3 P  7 0.72 628  2
   530.748 0.464E-260.065  3583.029    12202    03301 41  2 31  2 P 63 0.71 626  2
